PROBEID	SYMBOL	ENTREZID	GENENAME
217730_at	TMBIM1	64114	transmembrane BAX inhibitor motif containing 1
217731_s_at	ITM2B	9445	integral membrane protein 2B
217732_s_at	ITM2B	9445	integral membrane protein 2B
217733_s_at	TMSB10	9168	thymosin beta 10
217734_s_at	WDR6	11180	WD repeat domain 6
217735_s_at	EIF2AK1	27102	eukaryotic translation initiation factor 2-alpha kinase 1
217736_s_at	EIF2AK1	27102	eukaryotic translation initiation factor 2-alpha kinase 1
217737_x_at	RTFDC1	51507	replication termination factor 2 domain containing 1
217738_at	NAMPT	10135	nicotinamide phosphoribosyltransferase
217739_s_at	NAMPT	10135	nicotinamide phosphoribosyltransferase
217740_x_at	RPL7A	6130	ribosomal protein L7a
217741_s_at	ZFAND5	7763	"zinc finger, AN1-type domain 5"
217742_s_at	WAC	51322	WW domain containing adaptor with coiled-coil
217743_s_at			
217744_s_at	PERP	64065	"PERP, TP53 apoptosis effector"
217745_s_at	NAA50	80218	"N(alpha)-acetyltransferase 50, NatE catalytic subunit"
217746_s_at	PDCD6IP	10015	programmed cell death 6 interacting protein
217747_s_at	RPS9	6203	ribosomal protein S9
217748_at	ADIPOR1	51094	adiponectin receptor 1
217749_at	COPG1	22820	coatomer protein complex subunit gamma 1
217750_s_at	UBE2Z	65264	ubiquitin-conjugating enzyme E2Z
217751_at	GSTK1	373156	glutathione S-transferase kappa 1
217752_s_at	CNDP2	55748	CNDP dipeptidase 2 (metallopeptidase M20 family)
217753_s_at			
217754_at	DDX56	54606	DEAD (Asp-Glu-Ala-Asp) box helicase 56
217755_at	HN1	51155	hematological and neurological expressed 1
217756_x_at	SERF2	10169	small EDRK-rich factor 2
217757_at	A2M	2	alpha-2-macroglobulin
217758_s_at	TM9SF3	56889	transmembrane 9 superfamily member 3
217759_at	TRIM44	54765	tripartite motif containing 44
217760_at	TRIM44	54765	tripartite motif containing 44
217761_at	ADI1	55256	acireductone dioxygenase 1
217762_s_at	RAB31	11031	"RAB31, member RAS oncogene family"
217763_s_at	RAB31	11031	"RAB31, member RAS oncogene family"
217764_s_at	RAB31	11031	"RAB31, member RAS oncogene family"
217765_at	NRBP1	29959	nuclear receptor binding protein 1
217766_s_at	TMEM50A	23585	transmembrane protein 50A
217767_at	C3	718	complement component 3
217768_at	C14orf166	51637	chromosome 14 open reading frame 166
217769_s_at	POMP	51371	proteasome maturation protein
217770_at	PIGT	51604	phosphatidylinositol glycan anchor biosynthesis class T
217771_at	GOLM1	51280	golgi membrane protein 1
217772_s_at	MTCH2	23788	mitochondrial carrier 2
217773_s_at	NDUFA4	4697	"NDUFA4, mitochondrial complex associated"
217774_s_at	TRMT112	51504	tRNA methyltransferase 11-2 homolog (S. cerevisiae)
217775_s_at	RDH11	51109	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
217776_at	RDH11	51109	retinol dehydrogenase 11 (all-trans/9-cis/11-cis)
217777_s_at	HACD3	51495	3-hydroxyacyl-CoA dehydratase 3
217778_at	SLC39A1	27173	"solute carrier family 39 (zinc transporter), member 1"
217779_s_at	PNRC2	55629	proline-rich nuclear receptor coactivator 2
217780_at	WDR83OS	51398	WD repeat domain 83 opposite strand
217781_s_at	ZNF106	64397	zinc finger protein 106
217782_s_at	GPS1	2873	G protein pathway suppressor 1
217783_s_at	YPEL5	51646	yippee like 5
217784_at	YKT6	10652	YKT6 v-SNARE homolog (S. cerevisiae)
217785_s_at	YKT6	10652	YKT6 v-SNARE homolog (S. cerevisiae)
217786_at	PRMT5	10419	protein arginine methyltransferase 5
217787_s_at	GALNT2	2590	polypeptide N-acetylgalactosaminyltransferase 2
217788_s_at	GALNT2	2590	polypeptide N-acetylgalactosaminyltransferase 2
217789_at			
217790_s_at	SSR3	6747	"signal sequence receptor, gamma (translocon-associated protein gamma)"
217791_s_at	ALDH18A1	5832	"aldehyde dehydrogenase 18 family, member A1"
217792_at	SNX5	27131	sorting nexin 5
217793_at	RAB11B	9230	"RAB11B, member RAS oncogene family"
217794_at	PRR13	54458	proline rich 13
217795_s_at	TMEM43	79188	transmembrane protein 43
217796_s_at	NPLOC4	55666	"NPL4 homolog, ubiquitin recognition factor"
217797_at	UFC1	51506	ubiquitin-fold modifier conjugating enzyme 1
217798_at	CNOT2	4848	CCR4-NOT transcription complex subunit 2
217799_x_at	UBE2H	7328	ubiquitin conjugating enzyme E2H
217800_s_at	NDFIP1	80762	Nedd4 family interacting protein 1
217801_at	ATP5E	514	"ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit"
217802_s_at	NUCKS1	64710	nuclear casein kinase and cyclin-dependent kinase substrate 1
217803_at	GOLPH3	64083	golgi phosphoprotein 3 (coat-protein)
217804_s_at	ILF3	3609	interleukin enhancer binding factor 3
217805_at	ILF3	3609	interleukin enhancer binding factor 3
217806_s_at	POLDIP2	26073	"polymerase (DNA-directed), delta interacting protein 2"
217807_s_at	GLTSCR2	29997	glioma tumor suppressor candidate region gene 2
217808_s_at	MAPKAP1	79109	mitogen-activated protein kinase associated protein 1
217809_at	BZW2	28969	basic leucine zipper and W2 domains 2
217810_x_at	LARS	51520	leucyl-tRNA synthetase
217811_at	SELENOT	51714	selenoprotein T
217812_at	YTHDF2	51441	YTH N(6)-methyladenosine RNA binding protein 2
217813_s_at	SPIN1	10927	spindlin 1
217814_at	CCDC47	57003	coiled-coil domain containing 47
217815_at	SUPT16H	11198	"SPT16 homolog, facilitates chromatin remodeling subunit"
217816_s_at	PCNP	57092	PEST proteolytic signal containing nuclear protein
217817_at	ARPC4	10093	actin related protein 2/3 complex subunit 4
217818_s_at	ARPC4	10093	actin related protein 2/3 complex subunit 4
217819_at	GOLGA7	51125	golgin A7
217820_s_at	ENAH	55740	enabled homolog (Drosophila)
217821_s_at	WBP11	51729	WW domain binding protein 11
217822_at	WBP11	51729	WW domain binding protein 11
217823_s_at	UBE2J1	51465	"ubiquitin-conjugating enzyme E2, J1"
217824_at	UBE2J1	51465	"ubiquitin-conjugating enzyme E2, J1"
217825_s_at	UBE2J1	51465	"ubiquitin-conjugating enzyme E2, J1"
217826_s_at	UBE2J1	51465	"ubiquitin-conjugating enzyme E2, J1"
217827_s_at	SPG21	51324	"spastic paraplegia 21 (autosomal recessive, Mast syndrome)"
217828_at	SLTM	79811	"SAFB-like, transcription modulator"
217829_s_at	USP39	10713	ubiquitin specific peptidase 39
217830_s_at	NSFL1C	55968	NSFL1 (p97) cofactor (p47)
217831_s_at	NSFL1C	55968	NSFL1 (p97) cofactor (p47)
217832_at	SYNCRIP	10492	"synaptotagmin binding, cytoplasmic RNA interacting protein"
217833_at	SYNCRIP	10492	"synaptotagmin binding, cytoplasmic RNA interacting protein"
217834_s_at	SYNCRIP	10492	"synaptotagmin binding, cytoplasmic RNA interacting protein"
217835_x_at			
217836_s_at	YY1AP1	55249	YY1 associated protein 1
217837_s_at			
217838_s_at	EVL	51466	Enah/Vasp-like
217839_at	TFG	10342	TRK-fused gene
217840_at	DDX41	51428	DEAD (Asp-Glu-Ala-Asp) box polypeptide 41
217841_s_at	PPME1	51400	protein phosphatase methylesterase 1
217842_at			
217843_s_at	MED4	29079	mediator complex subunit 4
217844_at	CTDSP1	58190	CTD small phosphatase 1
217845_x_at	HIGD1A	25994	"HIG1 hypoxia inducible domain family, member 1A"
217846_at	QARS	5859	glutaminyl-tRNA synthetase
217847_s_at	THRAP3	9967	thyroid hormone receptor associated protein 3
217848_s_at	PPA1	5464	pyrophosphatase (inorganic) 1
217849_s_at	CDC42BPB	9578	CDC42 binding protein kinase beta (DMPK-like)
217850_at	GNL3	26354	guanine nucleotide binding protein-like 3 (nucleolar)
217851_s_at	PRELID3B	51012	PRELI domain containing 3B
217852_s_at	ARL8B	55207	ADP-ribosylation factor like GTPase 8B
217853_at	TNS3	64759	tensin 3
217854_s_at	POLR2E	5434	"polymerase (RNA) II (DNA directed) polypeptide E, 25kDa"
217855_x_at	SDF4	51150	stromal cell derived factor 4
217856_at	RBM8A	9939	RNA binding motif protein 8A
217857_s_at	RBM8A	9939	RNA binding motif protein 8A
217858_s_at	ARMCX3	51566	"armadillo repeat containing, X-linked 3"
217859_s_at	SLC39A9	55334	"solute carrier family 39, member 9"
217860_at	NDUFA10	4705	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa"
217861_s_at	PREB	10113	prolactin regulatory element binding
217862_at	PIAS1	8554	protein inhibitor of activated STAT 1
217863_at	PIAS1	8554	protein inhibitor of activated STAT 1
217864_s_at	PIAS1	8554	protein inhibitor of activated STAT 1
217865_at	RNF130	55819	ring finger protein 130
217866_at	CPSF7	79869	cleavage and polyadenylation specific factor 7
217867_x_at	BACE2	25825	beta-site APP-cleaving enzyme 2
217868_s_at	METTL9	51108	methyltransferase like 9
217869_at	HSD17B12	51144	hydroxysteroid (17-beta) dehydrogenase 12
217870_s_at	CMPK1	51727	"cytidine monophosphate (UMP-CMP) kinase 1, cytosolic"
217871_s_at	MIF	4282	macrophage migration inhibitory factor (glycosylation-inhibiting factor)
217872_at	PIH1D1	55011	PIH1 domain containing 1
217873_at	CAB39	51719	calcium binding protein 39
217874_at	SUCLG1	8802	"succinate-CoA ligase, alpha subunit"
217875_s_at	PMEPA1	56937	"prostate transmembrane protein, androgen induced 1"
217876_at	GTF3C5	9328	general transcription factor IIIC subunit 5
217877_s_at	GPBP1L1	60313	GC-rich promoter binding protein 1-like 1
217878_s_at	CDC27	996	cell division cycle 27
217879_at	CDC27	996	cell division cycle 27
217880_at	CDC27	996	cell division cycle 27
217881_s_at	CDC27	996	cell division cycle 27
217882_at	EMC3	55831	ER membrane protein complex subunit 3
217883_at	MMADHC	27249	"methylmalonic aciduria (cobalamin deficiency) cblD type, with homocystinuria"
217884_at	NAT10	55226	N-acetyltransferase 10 (GCN5-related)
217885_at	IPO9	55705	importin 9
217886_at	EPS15	2060	epidermal growth factor receptor pathway substrate 15
217887_s_at	EPS15	2060	epidermal growth factor receptor pathway substrate 15
217888_s_at	ARFGAP1	55738	ADP-ribosylation factor GTPase activating protein 1
217889_s_at	CYBRD1	79901	cytochrome b reductase 1
217890_s_at	PARVA	55742	"parvin, alpha"
217891_at	C16orf58	64755	chromosome 16 open reading frame 58
217892_s_at	LIMA1	51474	LIM domain and actin binding 1
217893_s_at	AKIRIN1	79647	akirin 1
217894_at	KCTD3	51133	potassium channel tetramerization domain containing 3
217895_at	PTCD3	55037	pentatricopeptide repeat domain 3
217896_s_at	FAM192A	80011	"family with sequence similarity 192, member A"
217897_at	FXYD6	53826	FXYD domain containing ion transport regulator 6
217898_at	EMC7	56851	ER membrane protein complex subunit 7
217899_at	TMEM214	54867	transmembrane protein 214
217900_at	IARS2	55699	"isoleucyl-tRNA synthetase 2, mitochondrial"
217901_at	DSG2	1829	desmoglein 2
217902_s_at	HERC2	8924	HECT and RLD domain containing E3 ubiquitin protein ligase 2
217903_at	STRN4	29888	"striatin, calmodulin binding protein 4"
217904_s_at	BACE1	23621	beta-site APP-cleaving enzyme 1
217905_at	MCMBP	79892	minichromosome maintenance complex binding protein
217906_at	KLHDC2	23588	kelch domain containing 2
217907_at	MRPL18	29074	mitochondrial ribosomal protein L18
217908_s_at	DCAF6	55827	DDB1 and CUL4 associated factor 6
217909_s_at	MLX	6945	"MLX, MAX dimerization protein"
217910_x_at	MLX	6945	"MLX, MAX dimerization protein"
217911_s_at	BAG3	9531	BCL2-associated athanogene 3
217912_at	DUS1L	64118	dihydrouridine synthase 1-like
217913_at	VPS4A	27183	vacuolar protein sorting 4 homolog A (S. cerevisiae)
217914_at	TPCN1	53373	two pore segment channel 1
217915_s_at	RSL24D1	51187	ribosomal L24 domain containing 1
217916_s_at	FAM49B	51571	"family with sequence similarity 49, member B"
217917_s_at	DYNLRB1	83658	"dynein, light chain, roadblock-type 1"
217918_at	DYNLRB1	83658	"dynein, light chain, roadblock-type 1"
217919_s_at	MRPL42	28977	mitochondrial ribosomal protein L42
217920_at	MAN1A2	10905	"mannosidase, alpha, class 1A, member 2"
217921_at	MAN1A2	10905	"mannosidase, alpha, class 1A, member 2"
217922_at	MAN1A2	10905	"mannosidase, alpha, class 1A, member 2"
217923_at	PEF1	553115	penta-EF-hand domain containing 1
217924_at	C6orf106	64771	chromosome 6 open reading frame 106
217925_s_at	C6orf106	64771	chromosome 6 open reading frame 106
217926_at	C19orf53	28974	chromosome 19 open reading frame 53
217927_at	SPCS1	28972	signal peptidase complex subunit 1
217928_s_at	PPP6R3	55291	"protein phosphatase 6, regulatory subunit 3"
217929_s_at	KIAA0319L	79932	KIAA0319-like
217930_s_at	TOLLIP	54472	toll interacting protein
217931_at	CNPY3	10695	canopy FGF signaling regulator 3
217932_at	MRPS7	51081	mitochondrial ribosomal protein S7
217933_s_at	LAP3	51056	leucine aminopeptidase 3
217934_x_at	STUB1	10273	"STIP1 homology and U-box containing protein 1, E3 ubiquitin protein ligase"
217935_s_at	UQCC1	55245	ubiquinol-cytochrome c reductase complex assembly factor 1
217936_at	ARHGAP5	394	Rho GTPase activating protein 5
217937_s_at	HDAC7	51564	histone deacetylase 7
217938_s_at	KCMF1	56888	potassium channel modulatory factor 1
217939_s_at	AFTPH	54812	aftiphilin
217940_s_at	NAXD	55739	NAD(P)HX dehydratase
217941_s_at	ERBIN	55914	erbb2 interacting protein
217942_at	MRPS35	60488	mitochondrial ribosomal protein S35
217943_s_at	MAP7D1	55700	MAP7 domain containing 1
217944_at	POMGNT1	55624	"protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)"
217945_at	BTBD1	53339	BTB (POZ) domain containing 1
217946_s_at	SAE1	10055	SUMO1 activating enzyme subunit 1
217947_at	CMTM6	54918	CKLF-like MARVEL transmembrane domain containing 6
217948_at	FAM127B	26071	"family with sequence similarity 127, member B"
217949_s_at	VKORC1	79001	vitamin K epoxide reductase complex subunit 1
217950_at	NOSIP	51070	nitric oxide synthase interacting protein
217951_s_at	PHF3	23469	PHD finger protein 3
217952_x_at	PHF3	23469	PHD finger protein 3
217953_at	PHF3	23469	PHD finger protein 3
217954_s_at	PHF3	23469	PHD finger protein 3
217955_at	BCL2L13	23786	BCL2-like 13 (apoptosis facilitator)
217956_s_at	ENOPH1	58478	enolase-phosphatase 1
217957_at	CFAP20	29105	cilia and flagella associated protein 20
217958_at	TRAPPC4	51399	trafficking protein particle complex 4
217959_s_at	TRAPPC4	51399	trafficking protein particle complex 4
217960_s_at	TOMM22	56993	translocase of outer mitochondrial membrane 22 homolog (yeast)
217961_at	SLC25A38	54977	"solute carrier family 25, member 38"
217962_at	NOP10	55505	NOP10 ribonucleoprotein
217963_s_at	BEX3	27018	brain expressed X-linked 3
217964_at	TTC19	54902	tetratricopeptide repeat domain 19
217965_s_at	SAP30BP	29115	SAP30 binding protein
217966_s_at	FAM129A	116496	"family with sequence similarity 129, member A"
217967_s_at	FAM129A	116496	"family with sequence similarity 129, member A"
217968_at	TSSC1	7260	tumor suppressing subtransferable candidate 1
217969_at	VPS51	738	vacuolar protein sorting 51 homolog (S. cerevisiae)
217970_s_at	CNOT6	57472	CCR4-NOT transcription complex subunit 6
217971_at	LAMTOR3	8649	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3"
217972_at	CHCHD3	54927	coiled-coil-helix-coiled-coil-helix domain containing 3
217973_at	DCXR	51181	dicarbonyl/L-xylulose reductase
217974_at	TM7SF3	51768	transmembrane 7 superfamily member 3
217975_at	TCEAL9	51186	transcription elongation factor A like 9
217976_s_at	DYNC1LI1	51143	"dynein, cytoplasmic 1, light intermediate chain 1"
217977_at	MSRB1	51734	methionine sulfoxide reductase B1
217978_s_at	UBE2Q1	55585	ubiquitin-conjugating enzyme E2Q family member 1
217979_at	TSPAN13	27075	tetraspanin 13
217980_s_at	MRPL16	54948	mitochondrial ribosomal protein L16
217981_s_at	TIMM10B	26515	translocase of inner mitochondrial membrane 10 homolog B (yeast)
217982_s_at	MORF4L1	10933	mortality factor 4 like 1
217983_s_at	RNASET2	8635	ribonuclease T2
217984_at	RNASET2	8635	ribonuclease T2
217985_s_at	BAZ1A	11177	bromodomain adjacent to zinc finger domain 1A
217986_s_at	BAZ1A	11177	bromodomain adjacent to zinc finger domain 1A
217987_at	ASNSD1	54529	asparagine synthetase domain containing 1
217988_at	CCNB1IP1	57820	"cyclin B1 interacting protein 1, E3 ubiquitin protein ligase"
217989_at	HSD17B11	51170	hydroxysteroid (17-beta) dehydrogenase 11
217990_at	GMPR2	51292	guanosine monophosphate reductase 2
217991_x_at	SSBP3	23648	single stranded DNA binding protein 3
217992_s_at	EFHD2	79180	EF-hand domain family member D2
217993_s_at	MAT2B	27430	"methionine adenosyltransferase II, beta"
217994_x_at	INTS11	54973	integrator complex subunit 11
217995_at	SQRDL	58472	sulfide quinone reductase-like (yeast)
217996_at	PHLDA1	22822	"pleckstrin homology-like domain, family A, member 1"
217997_at	PHLDA1	22822	"pleckstrin homology-like domain, family A, member 1"
217998_at	PHLDA1	22822	"pleckstrin homology-like domain, family A, member 1"
217999_s_at	PHLDA1	22822	"pleckstrin homology-like domain, family A, member 1"
218000_s_at	PHLDA1	22822	"pleckstrin homology-like domain, family A, member 1"
218001_at	MRPS2	51116	mitochondrial ribosomal protein S2
218002_s_at	CXCL14	9547	chemokine (C-X-C motif) ligand 14
218003_s_at	FKBP3	2287	FK506 binding protein 3
218004_at	BSDC1	55108	BSD domain containing 1
218005_at	ZNF22	7570	zinc finger protein 22
218006_s_at	ZNF22	7570	zinc finger protein 22
218007_s_at	RPS27L	51065	ribosomal protein S27-like
218008_at	TMEM248	55069	transmembrane protein 248
218009_s_at	PRC1	9055	protein regulator of cytokinesis 1
218010_x_at	PPDPF	79144	pancreatic progenitor cell differentiation and proliferation factor
218011_at	UBL5	59286	ubiquitin-like 5
218012_at	TSPYL2	64061	TSPY-like 2
218013_x_at	DCTN4	51164	dynactin 4 (p62)
218014_at	NUP85	79902	nucleoporin 85kDa
218015_s_at	WRNIP1	56897	Werner helicase interacting protein 1
218016_s_at			
218017_s_at	HGSNAT	138050	heparan-alpha-glucosaminide N-acetyltransferase
218018_at			
218019_s_at			
218020_s_at	ZFAND3	60685	"zinc finger, AN1-type domain 3"
218021_at			
218022_at	VRK3	51231	vaccinia related kinase 3
218023_s_at	FAM53C	51307	"family with sequence similarity 53, member C"
218024_at	MPC1	51660	mitochondrial pyruvate carrier 1
218025_s_at	ECI2	10455	enoyl-CoA delta isomerase 2
218026_at	COA3	28958	cytochrome c oxidase assembly factor 3
218027_at	MRPL15	29088	mitochondrial ribosomal protein L15
218028_at	ELOVL1	64834	ELOVL fatty acid elongase 1
218029_at	FAM65A	79567	"family with sequence similarity 65, member A"
218030_at	GIT1	28964	G protein-coupled receptor kinase interacting ArfGAP 1
218031_s_at	FOXN3	1112	forkhead box N3
218032_at	SNN	8303	stannin
218033_s_at	SNN	8303	stannin
218034_at	FIS1	51024	"fission, mitochondrial 1"
218035_s_at	RBM47	54502	RNA binding motif protein 47
218036_x_at	NMD3	51068	NMD3 ribosome export adaptor
218037_at	FAM134A	79137	"family with sequence similarity 134, member A"
218038_at	ATP5SL	55101	ATP5S-like
218039_at	NUSAP1	51203	nucleolar and spindle associated protein 1
218040_at	PRPF38B	55119	pre-mRNA processing factor 38B
218041_x_at	SLC38A2	54407	"solute carrier family 38, member 2"
218042_at	COPS4	51138	COP9 signalosome subunit 4
218043_s_at	AZI2	64343	5-azacytidine induced 2
218044_x_at	PTMS	5763	parathymosin
218045_x_at	PTMS	5763	parathymosin
218046_s_at	MRPS16	51021	mitochondrial ribosomal protein S16
218047_at	OSBPL9	114883	oxysterol binding protein-like 9
218048_at	COMMD3	23412	COMM domain containing 3
218049_s_at	MRPL13	28998	mitochondrial ribosomal protein L13
218050_at	UFM1	51569	ubiquitin-fold modifier 1
218051_s_at	NT5DC2	64943	5'-nucleotidase domain containing 2
218052_s_at	ATP13A1	57130	ATPase type 13A1
218053_at	PRPF40A	55660	PRP40 pre-mRNA processing factor 40 homolog A
218054_s_at	KXD1	79036	KxDL motif containing 1
218055_s_at	WDR41	55255	WD repeat domain 41
218056_at	BFAR	51283	bifunctional apoptosis regulator
218057_x_at	EMC8	10328	ER membrane protein complex subunit 8
218058_at	CXXC1	30827	CXXC finger protein 1
218059_at	ZNF706	51123	zinc finger protein 706
218060_s_at	USB1	79650	U6 snRNA biogenesis 1
218061_at	MEA1	4201	male-enhanced antigen 1
218062_x_at	CDC42EP4	23580	CDC42 effector protein (Rho GTPase binding) 4
218063_s_at	CDC42EP4	23580	CDC42 effector protein (Rho GTPase binding) 4
218064_s_at	AKAP8L	26993	A kinase (PRKA) anchor protein 8-like
218065_s_at	TMEM9B	56674	"TMEM9 domain family, member B"
218066_at	SLC12A7	10723	"solute carrier family 12 (potassium/chloride transporter), member 7"
218067_s_at	ARGLU1	55082	arginine and glutamate rich 1
218068_s_at	ZNF672	79894	zinc finger protein 672
218069_at	DCTPP1	79077	dCTP pyrophosphatase 1
218070_s_at	GMPPA	29926	GDP-mannose pyrophosphorylase A
218071_s_at	MKRN2	23609	makorin ring finger protein 2
218072_at	COMMD9	29099	COMM domain containing 9
218073_s_at	NDC1	55706	NDC1 transmembrane nucleoporin
218074_at	FAM96B	51647	"family with sequence similarity 96, member B"
218075_at	AAAS	8086	"achalasia, adrenocortical insufficiency, alacrimia"
218076_s_at	ARHGAP17	55114	Rho GTPase activating protein 17
218077_s_at	ZDHHC3	51304	"zinc finger, DHHC-type containing 3"
218078_s_at	ZDHHC3	51304	"zinc finger, DHHC-type containing 3"
218079_s_at	GGNBP2	79893	gametogenetin binding protein 2
218080_x_at	FAF1	11124	Fas (TNFRSF6) associated factor 1
218081_at	C20orf27	54976	chromosome 20 open reading frame 27
218082_s_at	UBP1	7342	upstream binding protein 1 (LBP-1a)
218083_at	PTGES2	80142	prostaglandin E synthase 2
218084_x_at	FXYD5	53827	FXYD domain containing ion transport regulator 5
218085_at	CHMP5	51510	charged multivesicular body protein 5
218086_at	NPDC1	56654	"neural proliferation, differentiation and control, 1"
218087_s_at	SORBS1	10580	sorbin and SH3 domain containing 1
218088_s_at	RRAGC	64121	Ras-related GTP binding C
218089_at	AAR2	25980	AAR2 splicing factor homolog
218090_s_at	WDR11	55717	WD repeat domain 11
218091_at	AGFG1	3267	ArfGAP with FG repeats 1
218092_s_at	AGFG1	3267	ArfGAP with FG repeats 1
218093_s_at	ANKRD10	55608	ankyrin repeat domain 10
218094_s_at			
218095_s_at	TMEM165	55858	transmembrane protein 165
218096_at	AGPAT5	55326	1-acylglycerol-3-phosphate O-acyltransferase 5
218097_s_at	CUEDC2	79004	CUE domain containing 2
218098_at	ARFGEF2	10564	ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)
218099_at	TEX2	55852	testis expressed 2
218100_s_at	IFT57	55081	intraflagellar transport 57
218101_s_at	NDUFC2	4718	"NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa"
218102_at	DERA	51071	deoxyribose-phosphate aldolase (putative)
218103_at	FTSJ3	117246	FtsJ homolog 3 (E. coli)
218104_at	TEX10	54881	testis expressed 10
218105_s_at	MRPL4	51073	mitochondrial ribosomal protein L4
218106_s_at	MRPS10	55173	mitochondrial ribosomal protein S10
218107_at	WDR26	80232	WD repeat domain 26
218108_at	UBR7	55148	ubiquitin protein ligase E3 component n-recognin 7 (putative)
218109_s_at	MFSD1	64747	major facilitator superfamily domain containing 1
218110_at	XAB2	56949	XPA binding protein 2
218111_s_at	CMAS	55907	cytidine monophosphate N-acetylneuraminic acid synthetase
218112_at	MRPS34	65993	mitochondrial ribosomal protein S34
218113_at	TMEM2	23670	transmembrane protein 2
218114_at	GGA1	26088	"golgi-associated, gamma adaptin ear containing, ARF binding protein 1"
218115_at	ASF1B	55723	anti-silencing function 1B histone chaperone
218116_at	C9orf78	51759	chromosome 9 open reading frame 78
218117_at	RBX1	9978	"ring-box 1, E3 ubiquitin protein ligase"
218118_s_at	TIMM23	100287932	translocase of inner mitochondrial membrane 23 homolog (yeast)
218119_at	TIMM23	100287932	translocase of inner mitochondrial membrane 23 homolog (yeast)
218120_s_at	HMOX2	3163	heme oxygenase 2
218121_at	HMOX2	3163	heme oxygenase 2
218122_s_at	SENP2	59343	SUMO1/sentrin/SMT3 specific peptidase 2
218123_at	C21orf59	56683	chromosome 21 open reading frame 59
218124_at	RETSAT	54884	"retinol saturase (all-trans-retinol 13,14-reductase)"
218125_s_at	CCDC25	55246	coiled-coil domain containing 25
218126_at	RMDN3	55177	regulator of microtubule dynamics 3
218127_at	NFYB	4801	nuclear transcription factor Y subunit beta
218128_at	NFYB	4801	nuclear transcription factor Y subunit beta
218129_s_at	NFYB	4801	nuclear transcription factor Y subunit beta
218130_at	C17orf62	79415	chromosome 17 open reading frame 62
218131_s_at	GATAD2A	54815	GATA zinc finger domain containing 2A
218132_s_at	TSEN34	79042	TSEN34 tRNA splicing endonuclease subunit
218133_s_at	NIF3L1	60491	NIF3 NGG1 interacting factor 3-like 1
218134_s_at	RBM22	55696	RNA binding motif protein 22
218135_at	ERGIC2	51290	ERGIC and golgi 2
218136_s_at	SLC25A37	51312	"solute carrier family 25 (mitochondrial iron transporter), member 37"
218137_s_at	SMAP1	60682	small ArfGAP 1
218138_at	MKKS	8195	McKusick-Kaufman syndrome
218139_s_at	AP5M1	55745	"adaptor-related protein complex 5, mu 1 subunit"
218140_x_at	SRPRB	58477	"signal recognition particle receptor, B subunit"
218141_at	UBE2O	63893	ubiquitin-conjugating enzyme E2O
218142_s_at	CRBN	51185	cereblon
218143_s_at	SCAMP2	10066	secretory carrier membrane protein 2
218144_s_at	INF2	64423	"inverted formin, FH2 and WH2 domain containing"
218145_at	TRIB3	57761	tribbles pseudokinase 3
218146_at	GLT8D1	55830	glycosyltransferase 8 domain containing 1
218147_s_at	GLT8D1	55830	glycosyltransferase 8 domain containing 1
218148_at	CENPT	80152	centromere protein T
218149_s_at	ZNF395	55893	zinc finger protein 395
218150_at	ARL5A	26225	ADP-ribosylation factor like GTPase 5A
218151_x_at	SLC52A2	79581	"solute carrier family 52 (riboflavin transporter), member 2"
218152_at	HMG20A	10363	high mobility group 20A
218153_at	CARS2	79587	"cysteinyl-tRNA synthetase 2, mitochondrial (putative)"
218154_at	GSDMD	79792	gasdermin D
218155_x_at	TSR1	55720	"TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)"
218156_s_at	TSR1	55720	"TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)"
218157_x_at	CDC42SE1	56882	CDC42 small effector 1
218158_s_at	APPL1	26060	"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 1"
218159_at	DDRGK1	65992	DDRGK domain containing 1
218160_at	NDUFA8	4702	"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 8, 19kDa"
218161_s_at	CLN6	54982	"ceroid-lipofuscinosis, neuronal 6, late infantile, variant"
218162_at	OLFML3	56944	olfactomedin like 3
218163_at	MCTS1	28985	malignant T-cell amplified sequence 1
218164_at	SPATA20	64847	spermatogenesis associated 20
218165_at	MEAF6	64769	MYST/Esa1-associated factor 6
218166_s_at	RSF1	51773	remodeling and spacing factor 1
218167_at	AMZ2	51321	archaelysin family metallopeptidase 2
218168_s_at	COQ8A	56997	coenzyme Q8A
218169_at	VAC14	55697	Vac14 homolog (S. cerevisiae)
218170_at	ISOC1	51015	isochorismatase domain containing 1
218171_at	VPS4B	9525	vacuolar protein sorting 4 homolog B (S. cerevisiae)
218172_s_at	DERL1	79139	derlin 1
218173_s_at	NSD3	54904	nuclear receptor binding SET domain protein 3
218174_s_at	TMEM254	80195	transmembrane protein 254
218175_at	CCDC92	80212	coiled-coil domain containing 92
