PROBEID	SYMBOL	ENTREZID	GENENAME
235975_at	MTO1	25821	mitochondrial tRNA translation optimization 1
235976_at	SLITRK6	84189	"SLIT and NTRK-like family, member 6"
235977_at	LONRF2	164832	LON peptidase N-terminal domain and ring finger 2
235978_at	FABP4	2167	"fatty acid binding protein 4, adipocyte"
235979_at	C7	730	complement component 7
235980_at	PIK3CA	5290	"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha"
235981_at	C8orf22	492307	chromosome 8 open reading frame 22
235982_at	FCRL1	115350	Fc receptor-like 1
235983_at			
235984_at			
235985_at			
235986_at			
235987_at	PRKXP1	441733	"protein kinase, X-linked, pseudogene 1"
235988_at	ADGRF1	266977	adhesion G protein-coupled receptor F1
235989_at			
235990_at			
235991_at	CYB5RL	606495	cytochrome b5 reductase-like
235992_s_at	CYB5RL	606495	cytochrome b5 reductase-like
235993_at	PSMF1	9491	proteasome inhibitor subunit 1
235994_s_at	TINCR	257000	tissue differentiation-inducing non-protein coding RNA
235995_at	PUM2	23369	pumilio RNA binding family member 2
235996_at	RASSF8	11228	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8
235997_at	ZNF74	7625	zinc finger protein 74
235998_at	RHPN1	114822	"rhophilin, Rho GTPase binding protein 1"
235999_at			
236000_s_at			
236001_at	LINC00675	100289255	long intergenic non-protein coding RNA 675
236002_at			
236003_x_at	OR2I1P	442197	"olfactory receptor, family 2, subfamily I, member 1 pseudogene"
236004_at	AP5M1	55745	"adaptor-related protein complex 5, mu 1 subunit"
236005_at			
236006_s_at	AKAP10	11216	A kinase (PRKA) anchor protein 10
236007_at	AKAP10	11216	A kinase (PRKA) anchor protein 10
236008_at	LOC100507103	100507103	uncharacterized LOC100507103
236009_at	PERP	64065	"PERP, TP53 apoptosis effector"
236010_at			
236011_at	FOXK1	221937	forkhead box K1
236012_at	PSMF1	9491	proteasome inhibitor subunit 1
236013_at	CACNA1E	777	"calcium channel, voltage-dependent, R type, alpha 1E subunit"
236014_at	MKX	283078	mohawk homeobox
236015_at			
236016_at	SMARCE1	6605	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1"
236017_at	CDKL3	51265	cyclin-dependent kinase-like 3
236018_at	ADAL	161823	adenosine deaminase-like
236019_at	RAB12	201475	"RAB12, member RAS oncogene family"
236020_s_at	TRUB1	142940	TruB pseudouridine (psi) synthase family member 1
236021_at	CCBE1	147372	collagen and calcium binding EGF domains 1
236022_at	MYO19	80179	myosin XIX
236023_at	CDK9	1025	cyclin-dependent kinase 9
236024_at	GPM6A	2823	glycoprotein M6A
236025_at	NCOR2	9612	nuclear receptor corepressor 2
236026_at	GPATCH2	55105	G-patch domain containing 2
236027_at	SFR1	119392	SWI5-dependent homologous recombination repair protein 1
236028_at	IBSP	3381	integrin-binding sialoprotein
236029_at	FAT3	120114	FAT atypical cadherin 3
236030_at	RCOR2	283248	REST corepressor 2
236031_x_at	FREM1	158326	FRAS1 related extracellular matrix 1
236032_at			
236033_at	ASB12	142689	ankyrin repeat and SOCS box containing 12
236034_at	ANGPT2	285	angiopoietin 2
236035_at	FZD1	8321	frizzled class receptor 1
236036_at	FAM212B-AS1	100506343	FAM212B antisense RNA 1
236037_at	ARFGEF3	57221	ARFGEF family member 3
236038_at	RNF150	57484	ring finger protein 150
236039_at	LYPD5	284348	LY6/PLAUR domain containing 5
236040_at	XAGE3	170626	"X antigen family, member 3"
236041_at			
236042_at	LOC100130219	100130219	uncharacterized LOC100130219
236043_at	BBIP1	92482	BBSome interacting protein 1
236044_at	PLPP4	196051	phospholipid phosphatase 4
236045_x_at	DOC2B	8447	"double C2-like domains, beta"
236046_at	CCDC127	133957	coiled-coil domain containing 127
236047_at	XKR6	286046	X-linked Kx blood group related 6
236048_at	LHFPL1	340596	lipoma HMGIC fusion partner-like 1
236049_at	WDR90	197335	WD repeat domain 90
236050_at	LMNTD2	256329	lamin tail domain containing 2
236051_at	LOC105373085	105373085	uncharacterized LOC105373085
236052_at	TRNP1	388610	TMF1-regulated nuclear protein 1
236053_at	LOC100128653	100128653	uncharacterized LOC100128653
236054_at			
236055_at	DQX1	165545	DEAQ box RNA-dependent ATPase 1
236056_s_at	LOC105378286	105378286	uncharacterized LOC105378286
236057_at	KCTD1	284252	potassium channel tetramerization domain containing 1
236058_at	KDF1	126695	keratinocyte differentiation factor 1
236059_at	LOC100130428	100130428	IGYY565
236060_at	METTL14	57721	methyltransferase like 14
236061_at	PRDM15	63977	PR domain containing 15
236062_at			
236063_at			
236064_at	SLC25A35	399512	"solute carrier family 25, member 35"
236065_at			
236066_at			
236067_at			
236068_s_at	C3orf14	57415	chromosome 3 open reading frame 14
236069_at			
236070_at	C2orf81	388963	chromosome 2 open reading frame 81
236071_at	C9orf135-AS1	494558	C9orf135 antisense RNA 1 (head to head)
236072_at			
236073_at	EPHA10	284656	EPH receptor A10
236074_at	LOC101928000	101928000	uncharacterized LOC101928000
236075_s_at	LOC101928000	101928000	uncharacterized LOC101928000
236076_at	LOC257396	257396	uncharacterized LOC257396
236077_at	GANC	2595	"glucosidase, alpha; neutral C"
236078_at	TLDC1	57707	TBC/LysM-associated domain containing 1
236079_at	LOC202025	202025	uncharacterized LOC202025
236080_at	LOC100507670	100507670	uncharacterized LOC100507670
236081_at	SNCA	6622	synuclein alpha
236082_at	PHLDB3	653583	"pleckstrin homology-like domain, family B, member 3"
236083_at	BCL2L15	440603	BCL2-like 15
236084_at			
236085_at	CAPSL	133690	calcyphosine-like
236086_at			
236087_at	ABLIM2	84448	"actin binding LIM protein family, member 2"
236088_at	NTNG1	22854	netrin G1
236089_at	HECW2	57520	"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2"
236090_at			
236091_at	HMGB2	3148	high mobility group box 2
236092_at			
236093_at	LOC105372482	105372482	uncharacterized LOC105372482
236094_at	TCF7L2	6934	"transcription factor 7-like 2 (T-cell specific, HMG-box)"
236095_at	NTRK2	4915	"neurotrophic tyrosine kinase, receptor, type 2"
236096_at	SIPA1L3	23094	signal-induced proliferation-associated 1 like 3
236097_at			
236098_at	SMIM6	100130933	small integral membrane protein 6
236099_at			
236100_at	FBXO10	26267	F-box protein 10
236101_at	SLC2A9	56606	"solute carrier family 2 (facilitated glucose transporter), member 9"
236102_at	LOC100126784	100126784	uncharacterized LOC100126784
236103_at	LOC102725126	102725126	uncharacterized LOC102725126
236104_at	HNRNPLL	92906	heterogeneous nuclear ribonucleoprotein L-like
236105_at	ZBTB10	65986	zinc finger and BTB domain containing 10
236106_at			
236107_at	UBE2Z	65264	ubiquitin-conjugating enzyme E2Z
236108_at	EPG5	57724	ectopic P-granules autophagy protein 5 homolog (C. elegans)
236109_at			
236110_at	ST8SIA5	29906	"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5"
236111_at	LOC102723927	102723927	uncharacterized LOC102723927
236112_at	LINC01096	285548	long intergenic non-protein coding RNA 1096
236113_at			
236114_at			
236115_at	HTR7P1	93164	5-hydroxytryptamine (serotonin) receptor 7 pseudogene 1
236116_at			
236117_at	ZNF597	146434	zinc finger protein 597
236118_at	GATA6-AS1	100128893	GATA6 antisense RNA 1 (head to head)
236119_s_at	SPRR2G	6706	small proline-rich protein 2G
236120_at			
236121_at	OR51E2	81285	"olfactory receptor, family 51, subfamily E, member 2"
236122_at			
236123_at	WNT2B	7482	"wingless-type MMTV integration site family, member 2B"
236124_at	LOC153546	153546	uncharacterized LOC153546
236125_at			
236126_at	ACVR2B	93	activin A receptor type IIB
236127_at			
236128_at	ZNF91	7644	zinc finger protein 91
236129_at	GALNT5	11227	polypeptide N-acetylgalactosaminyltransferase 5
236130_at	SNORA37	677819	"small nucleolar RNA, H/ACA box 37"
236131_at			
236132_at	TLN1	7094	talin 1
236133_x_at	ZNF254	9534	zinc finger protein 254
236134_at	DCAF7	10238	DDB1 and CUL4 associated factor 7
236135_at	PNPLA7	375775	patatin-like phospholipase domain containing 7
236136_at	CYTH3	9265	cytohesin 3
236137_at			
236138_at	LMBRD2	92255	LMBR1 domain containing 2
236139_at			
236140_at	GCLM	2730	"glutamate-cysteine ligase, modifier subunit"
236141_at	HAND2-AS1	79804	HAND2 antisense RNA 1 (head to head)
236142_at	PPIH	10465	peptidylprolyl isomerase H (cyclophilin H)
236143_at			
236144_at	CPXM2	119587	"carboxypeptidase X (M14 family), member 2"
236145_at			
236146_at	SYNCRIP	10492	"synaptotagmin binding, cytoplasmic RNA interacting protein"
236147_at			
236148_at			
236149_at			
236150_at	HYKK	123688	hydroxylysine kinase
236151_at	SRRM4	84530	serine/arginine repetitive matrix 4
236152_at	PAGE5	90737	"P antigen family, member 5 (prostate associated)"
236153_at			
236154_at	QKI	9444	"QKI, KH domain containing, RNA binding"
236155_at	ZCCHC6	79670	"zinc finger, CCHC domain containing 6"
236156_at			
236157_at			
236158_at			
236159_x_at			
236160_at	TRIP11	9321	thyroid hormone receptor interactor 11
236161_at	KCCAT333	102659288	renal clear cell carcinoma-associated transcript 333
236162_at	LOC105371074	105371074	uncharacterized LOC105371074
236163_at	LIX1	167410	limb and CNS expressed 1
236164_at			
236165_at	MSL3	10943	male-specific lethal 3 homolog (Drosophila)
236166_at	LOC285147	285147	uncharacterized LOC285147
236167_at			
236168_at			
236169_at			
236170_x_at	LOC101930085	101930085	uncharacterized LOC101930085
236171_at	ATP2C2	9914	"ATPase, Ca++ transporting, type 2C, member 2"
236172_at	LTB4R	1241	leukotriene B4 receptor
236173_s_at	LRIG1	26018	leucine-rich repeats and immunoglobulin-like domains 1
236174_at			
236175_at	TRIM55	84675	tripartite motif containing 55
236176_at	LOC105378753	105378753	uncharacterized LOC105378753
236177_s_at			
236178_at			
236179_at	CDH11	1009	"cadherin 11, type 2, OB-cadherin (osteoblast)"
236180_at			
236181_at	LOC389831	389831	uncharacterized LOC389831
236182_at	FAM185A	222234	"family with sequence similarity 185, member A"
236183_at	DYNC1H1	1778	"dynein, cytoplasmic 1, heavy chain 1"
236184_at			
236185_at	NHLRC2	374354	NHL repeat containing 2
236186_x_at	IL17RE	132014	interleukin 17 receptor E
236187_s_at			
236188_s_at	NAP1L4	4676	nucleosome assembly protein 1-like 4
236189_at	ANKRD50	57182	ankyrin repeat domain 50
236190_at	LOC102723692	102723692	uncharacterized LOC102723692
236191_at			
236192_at	HOOK3	84376	hook microtubule-tethering protein 3
236193_at	HIST1H2BC	8347	"histone cluster 1, H2bc"
236194_at			
236195_x_at	PRKCG	5582	"protein kinase C, gamma"
236196_at	ZNF326	284695	zinc finger protein 326
236197_at			
236198_at	LINC01215	101929623	long intergenic non-protein coding RNA 1215
236199_at			
236200_at	FAF1	11124	Fas (TNFRSF6) associated factor 1
236201_at	SPTLC3	55304	"serine palmitoyltransferase, long chain base subunit 3"
236202_at	LOC105374450	105374450	uncharacterized LOC105374450
236203_at	HLA-DQA1	3117	"major histocompatibility complex, class II, DQ alpha 1"
236204_at	COPS8	10920	COP9 signalosome subunit 8
236205_at	ABCC6P1	653190	ATP binding cassette subfamily C member 6 pseudogene 1 (functional)
236206_at	FAM53A	152877	"family with sequence similarity 53, member A"
236207_at	SSFA2	6744	sperm specific antigen 2
236208_at	MOCS2	4338	molybdenum cofactor synthesis 2
236209_at	LOC102724703	102724703	uncharacterized LOC102724703
236210_at			
236211_at	RAB40B	10966	"RAB40B, member RAS oncogene family"
236212_at			
236213_at			
236214_at	FAM71F1	84691	"family with sequence similarity 71, member F1"
236215_at			
236216_at			
236217_at	SLC31A1	1317	"solute carrier family 31 (copper transporter), member 1"
236218_at	PHOSPHO1	162466	"phosphatase, orphan 1"
236219_at	SLC35G1	159371	"solute carrier family 35, member G1"
236220_at	SLC16A10	117247	"solute carrier family 16 (aromatic amino acid transporter), member 10"
236221_at	AP4B1	10717	"adaptor-related protein complex 4, beta 1 subunit"
236222_at	MAATS1	89876	"MYCBP-associated, testis expressed 1"
236223_s_at	RIT1	6016	Ras-like without CAAX 1
236224_at	RIT1	6016	Ras-like without CAAX 1
236225_at	GGT6	124975	gamma-glutamyltransferase 6
236226_at	BTLA	151888	B and T lymphocyte associated
236227_at	TMEM161B	153396	transmembrane protein 161B
236228_at	LOC100130744	100130744	uncharacterized LOC100130744
236229_at			
236230_at			
236231_at	ZNF271P	10778	"zinc finger protein 271, pseudogene"
236232_at	LOC101928762	101928762	uncharacterized LOC101928762
236233_at	TRIM32	22954	tripartite motif containing 32
236234_at	PDE1A	5136	"phosphodiesterase 1A, calmodulin-dependent"
236235_at	ITCH	83737	itchy E3 ubiquitin protein ligase
236236_at	WNK3	65267	WNK lysine deficient protein kinase 3
236237_at			
236238_at			
236239_at	XPNPEP1	7511	"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble"
236240_at	ABHD18	80167	abhydrolase domain containing 18
236241_at	MED31	51003	mediator complex subunit 31
236242_at			
236243_at	ZCCHC6	79670	"zinc finger, CCHC domain containing 6"
236244_at			
236245_at	ODF3L1	161753	outer dense fiber of sperm tails 3-like 1
236246_x_at	LOC653160	653160	uncharacterized LOC653160
236247_at	NSUN4	387338	"NOP2/Sun domain family, member 4"
236248_x_at	TADA2B	93624	transcriptional adaptor 2B
236249_at	IKBIP	121457	IKBKB interacting protein
236250_at	AFG3L1P	172	"AFG3-like AAA ATPase 1, pseudogene"
236251_at			
236252_at			
236253_at			
236254_at	VPS13B	157680	vacuolar protein sorting 13 homolog B (yeast)
236255_at	PLEKHG4B	153478	"pleckstrin homology domain containing, family G (with RhoGef domain) member 4B"
236256_at			
236257_at	CD2AP	23607	CD2-associated protein
236258_at	RBBP8NL	140893	RBBP8 N-terminal like
236259_at	STK4	6789	serine/threonine kinase 4
236260_at	LOC105371074	105371074	uncharacterized LOC105371074
236261_at	OSBPL6	114880	oxysterol binding protein-like 6
236262_at	MMRN2	79812	multimerin 2
236263_at	SHH	6469	sonic hedgehog
236264_at	ADGRL3	23284	adhesion G protein-coupled receptor L3
236265_at	SP4	6671	Sp4 transcription factor
236266_at	RORA	6095	RAR-related orphan receptor A
236267_at	ZNF346	23567	zinc finger protein 346
236268_at	SEC22C	9117	"SEC22 homolog C, vesicle trafficking protein"
236269_at	ZNF628	89887	zinc finger protein 628
236270_at	NFATC4	4776	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4"
236271_at			
236272_at	UNC119B	84747	unc-119 lipid binding chaperone B
236273_at	NBPF1	55672	"neuroblastoma breakpoint family, member 1"
236274_at	EIF3B	8662	"eukaryotic translation initiation factor 3, subunit B"
236275_at	KRBA1	84626	KRAB-A domain containing 1
236276_at			
236277_at	LOC104968398	104968398	adriamycin resistance-associated
236278_at	LOC105374984	105374984	uncharacterized LOC105374984
236279_at			
236280_at	P2RY10	27334	"purinergic receptor P2Y, G-protein coupled, 10"
236281_x_at	HTR7	3363	"5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled"
236282_at			
236283_x_at	LOC646214	646214	p21 protein (Cdc42/Rac)-activated kinase 2 pseudogene
236284_at	SPIDR	23514	scaffolding protein involved in DNA repair
236285_at	KLHDC7B	113730	kelch domain containing 7B
236286_at	PROCA1	147011	protein interacting with cyclin A1
236287_at	RASSF4	83937	Ras association (RalGDS/AF-6) domain family member 4
236288_at	RNF34	80196	"ring finger protein 34, E3 ubiquitin protein ligase"
236289_at	LOC100506563	100506563	uncharacterized LOC100506563
236290_at	DOK6	220164	docking protein 6
236291_at	RDH5	5959	retinol dehydrogenase 5 (11-cis/9-cis)
236292_at	RNF130	55819	ring finger protein 130
236293_at	RHOH	399	ras homolog family member H
236294_at	HUWE1	10075	"HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase"
236295_s_at	NLRC3	197358	"NLR family, CARD domain containing 3"
236296_x_at	C8orf58	541565	chromosome 8 open reading frame 58
236297_at	PLXDC2	84898	plexin domain containing 2
236298_at	PDSS1	23590	"prenyl (decaprenyl) diphosphate synthase, subunit 1"
236299_at			
236300_at	PDE3A	5139	"phosphodiesterase 3A, cGMP-inhibited"
236301_at	IKZF3	22806	IKAROS family zinc finger 3
236302_at	PPM1E	22843	"protein phosphatase, Mg2+/Mn2+ dependent, 1E"
236303_at			
236304_at			
236305_at	RFESD	317671	Rieske (Fe-S) domain containing
236306_at	KIAA2026	158358	KIAA2026
236307_at			
236308_at	VSTM2A	222008	V-set and transmembrane domain containing 2A
236309_x_at	ZMIZ2	83637	"zinc finger, MIZ-type containing 2"
236310_at	ZNF37BP	100129482	"zinc finger protein 37B, pseudogene"
236311_at	LOH12CR2	503693	"loss of heterozygosity, 12, chromosomal region 2 (non-protein coding)"
236312_at	MAD2L1	4085	MAD2 mitotic arrest deficient-like 1 (yeast)
236313_at	CDKN2B	1030	"cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4)"
236314_at	EPM2AIP1	9852	EPM2A (laforin) interacting protein 1
236315_at			
236316_at	FAM3C	10447	"family with sequence similarity 3, member C"
236317_at			
236318_x_at	FBLL1	345630	fibrillarin-like 1
236319_at			
236320_at	CCDC17	149483	coiled-coil domain containing 17
236321_at	FAM200B	285550	"family with sequence similarity 200, member B"
236322_at			
236323_at	PVRL3-AS1	100506555	PVRL3 antisense RNA 1
236324_at	MBP	4155	myelin basic protein
236325_at	CEP126	57562	centrosomal protein 126kDa
236326_at	HDAC7	51564	histone deacetylase 7
236327_at			
236328_at	ZNF285	26974	zinc finger protein 285
236329_at	SCN8A	6334	"sodium channel, voltage gated, type VIII alpha subunit"
236330_at	TM2D3	80213	TM2 domain containing 3
236331_at	CDKL2	8999	cyclin-dependent kinase-like 2 (CDC2-related kinase)
236332_at	DHRS7	51635	dehydrogenase/reductase (SDR family) member 7
236333_at			
236334_at			
236335_at	GUCY1A2	2977	"guanylate cyclase 1, soluble, alpha 2"
236336_at	BOLA3-AS1	100507171	BOLA3 antisense RNA 1 (head to head)
236337_at	SYCP2L	221711	synaptonemal complex protein 2-like
236338_at			
236339_at	PPM1L	151742	"protein phosphatase, Mg2+/Mn2+ dependent, 1L"
236340_at	LINC01006	100506380	long intergenic non-protein coding RNA 1006
236341_at	CTLA4	1493	cytotoxic T-lymphocyte-associated protein 4
236342_at			
236343_at			
236344_at	PDE1C	5137	"phosphodiesterase 1C, calmodulin-dependent 70kDa"
236345_at	TBXAS1	6916	thromboxane A synthase 1 (platelet)
236346_at			
236347_at	MMAA	166785	methylmalonic aciduria (cobalamin deficiency) cblA type
236348_at	TMEM176B	28959	transmembrane protein 176B
236349_at	LOC105374629	105374629	uncharacterized LOC105374629
236350_at			
236351_at	DPP10-AS1	389023	DPP10 antisense RNA 1
236352_at	VGLL2	245806	vestigial-like family member 2
236353_at			
236354_at			
236355_s_at			
236356_at	NDUFS1	4719	"NADH dehydrogenase (ubiquinone) Fe-S protein 1, 75kDa (NADH-coenzyme Q reductase)"
236357_at	LMBR1	64327	limb development membrane protein 1
236358_at			
236359_at	SCN4B	6330	"sodium channel, voltage gated, type IV beta subunit"
236360_at	LINC00982	440556	long intergenic non-protein coding RNA 982
236361_at	GALNT15	117248	polypeptide N-acetylgalactosaminyltransferase 15
236362_at			
236363_at	LSM3	27258	"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
236364_at	LOC105369957	105369957	uncharacterized LOC105369957
236365_at	AMACR	23600	alpha-methylacyl-CoA racemase
236366_at			
236367_at	SMG7	9887	SMG7 nonsense mediated mRNA decay factor
236368_at	KIAA0368	23392	KIAA0368
236369_at			
236370_at			
236371_s_at	TGS1	96764	trimethylguanosine synthase 1
236372_at	PANX1	24145	pannexin 1
236373_at			
236374_at	CTXN3	613212	cortexin 3
236375_at			
236376_at	RIMKLA	284716	ribosomal modification protein rimK-like family member A
236377_at	TMEM132D	121256	transmembrane protein 132D
236378_at	CIB4	130106	calcium and integrin binding family member 4
236379_at			
236380_at	RPP14	11102	ribonuclease P/MRP 14kDa subunit
236381_s_at	WRAP73	49856	"WD repeat containing, antisense to TP73"
236382_at	WRAP73	49856	"WD repeat containing, antisense to TP73"
236383_at			
236384_at	NCBP3	55421	nuclear cap binding subunit 3
236385_at			
236386_at			
236387_at	CCNT2-AS1	100129961	CCNT2 antisense RNA 1
236388_at	STRN	6801	"striatin, calmodulin binding protein"
236389_x_at			
236390_at	SLX4IP	128710	SLX4 interacting protein
236391_at			
236392_at	CUL9	23113	cullin 9
236393_at			
236394_at	A2MP1	3	alpha-2-macroglobulin pseudogene 1
236395_at			
236396_at	LOC101927263	101927263	uncharacterized LOC101927263
236397_at			
236398_s_at	LOC101927851	101927851	uncharacterized LOC101927851
236399_at	LOC101927851	101927851	uncharacterized LOC101927851
236400_at	IDH1-AS1	100507475	IDH1 antisense RNA 1
236401_at	GIMAP1	170575	"GTPase, IMAP family member 1"
236402_at	BRAF	673	"B-Raf proto-oncogene, serine/threonine kinase"
236403_at	THAP7-AS1	439931	THAP7 antisense RNA 1
236404_at			
236405_at	FBXO41	150726	F-box protein 41
236406_at	ZNF324B	388569	zinc finger protein 324B
236407_at			
236408_at			
236409_at			
236410_x_at			
236411_at			
236412_at	LOC105372637	105372637	uncharacterized LOC105372637
236413_at			
236414_at			
236415_at	DENND5B	160518	DENN/MADD domain containing 5B
236416_at	ARHGEF7	8874	Rho guanine nucleotide exchange factor 7
236417_at			
236418_at	TTLL10	254173	tubulin tyrosine ligase-like family member 10
236419_at			
236420_s_at	ANO4	121601	anoctamin 4
236421_at	ANKRD45	339416	ankyrin repeat domain 45
236422_at			
236423_at			
236424_at	CEP250	11190	centrosomal protein 250kDa
236425_at			
236426_at	KIF19	124602	kinesin family member 19
236427_at			
236428_at			
236429_at			
236430_at	TMED6	146456	transmembrane p24 trafficking protein 6
236431_at	U2SURP	23350	U2 snRNP-associated SURP domain containing
236432_at			
236433_at	ALOX12-AS1	100506713	ALOX12 antisense RNA 1
236434_at	PES1	23481	pescadillo ribosomal biogenesis factor 1
236435_at			
236436_at	SLC25A45	283130	"solute carrier family 25, member 45"
236437_at			
236438_at			
236439_at			
236440_at	NETO1	81832	neuropilin (NRP) and tolloid (TLL)-like 1
236441_at	ZNF385C	201181	zinc finger protein 385C
236442_at	DPF3	8110	"D4, zinc and double PHD fingers, family 3"
236443_at	LOC105376031	105376031	uncharacterized LOC105376031
236444_x_at	C5orf66-AS1	101927953	C5orf66 antisense RNA 1
236445_at	CYP2T1P	171523	"cytochrome P450, family 2, subfamily T, polypeptide 1, pseudogene"
236446_at			
236447_at	GIGYF1	64599	GRB10 interacting GYF protein 1
236448_at	UNC5A	90249	unc-5 netrin receptor A
236449_at	CSTB	1476	cystatin B (stefin B)
236450_at			
236451_at	LOC100996579	100996579	uncharacterized LOC100996579
236452_at			
236453_at	LOC105372733	105372733	uncharacterized LOC105372733
236454_at	RNF212	285498	ring finger protein 212
236455_at			
236456_at	PTPN5	84867	"protein tyrosine phosphatase, non-receptor type 5 (striatum-enriched)"
236457_at	GTDC1	79712	glycosyltransferase like domain containing 1
236458_at			
236459_at	PRKCE	5581	"protein kinase C, epsilon"
236460_at			
236461_at	ABHD1	84696	abhydrolase domain containing 1
236462_at			
236463_at	ADAD2	161931	adenosine deaminase domain containing 2
236464_at			
236465_at	RNF175	285533	ring finger protein 175
236466_at			
236467_at	ERICH1	157697	glutamate rich 1
236468_at	TMEM132B	114795	transmembrane protein 132B
236469_at			
236470_at			
236471_at	NFE2L3	9603	"nuclear factor, erythroid 2-like 3"
236472_at			
236473_at	CC2D2A	57545	coiled-coil and C2 domain containing 2A
236474_at			
236475_at	MICAL2	9645	"microtubule associated monooxygenase, calponin and LIM domain containing 2"
236476_at			
236477_at	PRPF40A	55660	PRP40 pre-mRNA processing factor 40 homolog A
236478_at	IFNAR1	3454	"interferon (alpha, beta and omega) receptor 1"
236479_at			
236480_at	MIR210HG	100506211	MIR210 host gene
236481_at	FAH	2184	fumarylacetoacetate hydrolase (fumarylacetoacetase)
236482_at			
236483_at			
236484_at			
236485_at	LOC101928464	101928464	uncharacterized LOC101928464
236486_at			
236487_at	SCLT1	132320	sodium channel and clathrin linker 1
236488_s_at			
236489_at	ADGRF1	266977	adhesion G protein-coupled receptor F1
236490_at			
236491_at	BCL2L10	10017	BCL2-like 10 (apoptosis facilitator)
236492_at	PPP2R2A	5520	"protein phosphatase 2, regulatory subunit B, alpha"
236493_at	NKAPP1	158801	NFKB activating protein pseudogene 1
236494_x_at			
236495_at			
236496_at	DEGS2	123099	"delta(4)-desaturase, sphingolipid 2"
236497_at	LOC729683	729683	uncharacterized LOC729683
236498_s_at	FAAP20	199990	Fanconi anemia core complex associated protein 20
236499_at	FAAP20	199990	Fanconi anemia core complex associated protein 20
236500_at			
236501_at			
236502_at			
236503_at			
236504_x_at	C6orf52	347744	chromosome 6 open reading frame 52
236505_at	NUP62	23636	nucleoporin 62kDa
236506_at	NIN	51199	ninein (GSK3B interacting protein)
236507_at	ZDHHC3	51304	"zinc finger, DHHC-type containing 3"
236508_at	SLC6A5	9152	"solute carrier family 6 (neurotransmitter transporter), member 5"
236509_at			
236510_at			
236511_at			
236512_at			
236513_at	PRELID2	153768	PRELI domain containing 2
236514_at	ACOT8	10005	acyl-CoA thioesterase 8
236515_at			
236516_at	LOC105378195	105378195	uncharacterized LOC105378195
236517_at	MEGF10	84466	multiple EGF-like-domains 10
236518_at	CCDC183	84960	coiled-coil domain containing 183
236519_at	C9orf135	138255	chromosome 9 open reading frame 135
236520_at			
236521_at	LOC105369889	105369889	uncharacterized LOC105369889
236522_at			
236523_at	LOC285556	285556	uncharacterized LOC285556
236524_at			
236525_at	FBXO36	130888	F-box protein 36
236526_x_at	TRAPPC13	80006	trafficking protein particle complex 13
236527_at	ATP6V0E1	8992	"ATPase, H+ transporting, lysosomal 9kDa, V0 subunit e1"
236528_at			
236529_at	SSC4D	136853	"scavenger receptor cysteine rich family, 4 domains"
236530_at	HS1BP3	64342	HCLS1 binding protein 3
236531_at	ZNF800	168850	zinc finger protein 800
236532_at	C11orf87	399947	chromosome 11 open reading frame 87
236533_at	ASAP1	50807	"ArfGAP with SH3 domain, ankyrin repeat and PH domain 1"
236534_at	BNIPL	149428	BCL2/adenovirus E1B 19kD interacting protein like
236535_at	SMC6	79677	structural maintenance of chromosomes 6
236536_at	GALNT13	114805	polypeptide N-acetylgalactosaminyltransferase 13
236537_at			
236538_at	GRIA2	2891	"glutamate receptor, ionotropic, AMPA 2"
236539_at	PTPN22	26191	"protein tyrosine phosphatase, non-receptor type 22 (lymphoid)"
236540_at	TPGS2	25941	tubulin polyglutamylase complex subunit 2
236541_at	ARSA	410	arylsulfatase A
236542_at	LOC105379661	105379661	uncharacterized LOC105379661
236543_at	CCSER1	401145	coiled-coil serine rich protein 1
236544_at	PWWP2A	114825	PWWP domain containing 2A
236545_at			
236546_at	POLA2	23649	"polymerase (DNA directed), alpha 2, accessory subunit"
236547_at			
236548_at	GIPC2	54810	"GIPC PDZ domain containing family, member 2"
236549_x_at			
236550_s_at	ZNF311	282890	zinc finger protein 311
236551_at	ZNF311	282890	zinc finger protein 311
236552_at			
236553_at			
236554_x_at	TMC8	147138	transmembrane channel like 8
236555_at	TRAF3IP2-AS1	643749	TRAF3IP2 antisense RNA 1
236556_s_at	LONRF1	91694	LON peptidase N-terminal domain and ring finger 1
236557_at	ZBTB38	253461	zinc finger and BTB domain containing 38
236558_at			
236559_at	YWHAH	7533	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta"
236560_at	DIS3	22894	"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
236561_at	TGFBR1	7046	"transforming growth factor, beta receptor 1"
236562_at	ZNF439	90594	zinc finger protein 439
236563_at	RD3	343035	retinal degeneration 3
236564_at	LINC01128	643837	long intergenic non-protein coding RNA 1128
